time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/value_loss,train/explained_variance,train/learning_rate,train/clip_fraction,train/n_updates,train/loss,train/clip_range,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,time/episodes,rollout/exploration_rate
6,,518,83,,,0.001,,208,0.01823774352669716,,,,,74,0.5145027624309397
6,,525,83,,,0.001,,212,0.027019694447517395,,,,,75,0.5079419889502763
6,,532,83,,,0.001,,215,0.0365050807595253,,,,,76,0.501381215469613
6,,539,83,,,0.001,,219,0.03248700127005577,,,,,77,0.4948204419889507
6,,546,84,,,0.001,,222,0.026751333847641945,,,,,78,0.4882596685082874
6,,553,84,,,0.001,,226,0.034304480999708176,,,,,79,0.481698895027624
6,,560,84,,,0.001,,229,0.04615580290555954,,,,,80,0.47513812154696167
6,,567,84,,,0.001,,233,0.03443608433008194,,,,,81,0.46857734806629825
6,,574,84,,,0.001,,236,0.03071042150259018,,,,,82,0.46201657458563494
6,,581,84,,,0.001,,240,0.020653458312153816,,,,,83,0.45545580110497264
6,,588,84,,,0.001,,243,0.027837753295898438,,,,,84,0.4488950276243092
7,,595,84,,,0.001,,247,0.018553607165813446,,,,,85,0.442334254143647
7,,602,84,,,0.001,,250,0.03664806857705116,,,,,86,0.4357734806629836
7,,609,84,,,0.001,,254,0.05732286721467972,,,,,87,0.4292127071823203
7,,616,84,,,0.001,,257,0.026447948068380356,,,,,88,0.4226519337016579
7,,623,84,,,0.001,,261,0.024670446291565895,,,,,89,0.41609116022099457
7,,630,84,,,0.001,,264,0.027201730757951736,,,,,90,0.40953038674033126
7,,637,84,,,0.001,,268,0.029740314930677414,,,,,91,0.40296961325966885
7,,644,84,,,0.001,,271,0.02849224954843521,,,,,92,0.39640883977900554
7,,651,84,,,0.001,,275,0.03159121051430702,,,,,93,0.38984806629834223
7,,658,84,,,0.001,,278,0.036136407405138016,,,,,94,0.3832872928176799
7,,665,84,,,0.001,,282,0.030912425369024277,,,,,95,0.3767265193370165
7,,672,84,,,0.001,,285,0.03864223510026932,,,,,96,0.3701657458563531
8,,679,84,,,0.001,,289,0.01838172972202301,,,,,97,0.3636049723756908
8,,686,84,,,0.001,,292,0.041940513998270035,,,,,98,0.3570441988950275
8,,693,84,,,0.001,,296,0.04300539568066597,,,,,99,0.35048342541436417
8,,700,84,,,0.001,,299,0.02977859042584896,,,,,100,0.34392265193370186
8,,707,84,,,0.001,,303,0.04219387471675873,,,,,101,0.33736187845303844
8,,714,84,,,0.001,,306,0.035760607570409775,,,,,102,0.33080110497237625
8,,721,84,,,0.001,,310,0.03315254673361778,,,,,103,0.3242403314917127
8,,728,84,,,0.001,,313,0.03166501969099045,,,,,104,0.3176795580110494
8,,735,84,,,0.001,,317,0.05293763428926468,,,,,105,0.3111187845303871
8,,742,84,,,0.001,,320,0.025423649698495865,,,,,106,0.3045580110497238
8,,749,84,,,0.001,,324,0.03564148768782616,,,,,107,0.2979972375690604
8,,756,84,,,0.001,,327,0.05493002384901047,,,,,108,0.2914364640883981
9,,763,84,,,0.001,,331,0.033558767288923264,,,,,109,0.28487569060773477
9,,770,84,,,0.001,,334,0.05998523160815239,,,,,110,0.27831491712707235
9,,777,83,,,0.001,,338,0.06083269417285919,,,,,111,0.27175414364640904
9,,784,83,,,0.001,,341,0.034967873245477676,,,,,112,0.2651933701657456
9,,791,83,,,0.001,,345,0.046214982867240906,,,,,113,0.2586325966850834
9,,798,83,,,0.001,,348,0.024307532235980034,,,,,114,0.25207182320442
9,,805,83,,,0.001,,352,0.02788948081433773,,,,,115,0.2455110497237567
9,,812,83,,,0.001,,355,0.029948988929390907,,,,,116,0.2389502762430944
9,,819,83,,,0.001,,359,0.05265313386917114,,,,,117,0.2323895027624311
9,,826,83,,,0.001,,362,0.030757788568735123,,,,,118,0.22582872928176756
9,,833,83,,,0.001,,366,0.03391531854867935,,,,,119,0.21926795580110525
9,,840,84,,,0.001,,369,0.037208326160907745,,,,,120,0.21270718232044195
10,,847,83,,,0.001,,373,0.04550229758024216,,,,,121,0.20614640883977864
10,,854,83,,,0.001,,376,0.036143310368061066,,,,,122,0.19958563535911633
10,,861,83,,,0.001,,380,0.03765220567584038,,,,,123,0.1930248618784529
10,,868,83,,,0.001,,383,0.023668458685278893,,,,,124,0.1864640883977896
10,,875,83,,,0.001,,387,0.03752873092889786,,,,,125,0.1799033149171272
10,,882,83,,,0.001,,390,0.04098222032189369,,,,,126,0.17334254143646388
10,,889,83,,,0.001,,394,0.023891672492027283,,,,,127,0.16678176795580157
10,,896,83,,,0.001,,397,0.029286367818713188,,,,,128,0.16022099447513827
10,,903,83,,,0.001,,401,0.04556819424033165,,,,,129,0.15366022099447485
10,,910,83,,,0.001,,404,0.04530005529522896,,,,,130,0.14709944751381254
11,,917,83,,,0.001,,408,0.03547096624970436,,,,,131,0.14053867403314924
11,,924,83,,,0.001,,411,0.05984009429812431,,,,,132,0.13397790055248593
11,,931,83,,,0.001,,415,0.0615893192589283,,,,,133,0.1274171270718235
11,,938,83,,,0.001,,418,0.03731650114059448,,,,,134,0.12085635359116009
11,,945,83,,,0.001,,422,0.039748482406139374,,,,,135,0.1142955801104979
11,,952,83,,,0.001,,425,0.035385143011808395,,,,,136,0.10773480662983448
11,,959,83,,,0.001,,429,0.05101316049695015,,,,,137,0.10117403314917117
11,,966,83,,,0.001,,432,0.05017653480172157,,,,,138,0.09461325966850886
11,,973,83,,,0.001,,436,0.03167034313082695,,,,,139,0.08805248618784556
11,,980,82,,,0.001,,439,0.025973664596676826,,,,,140,0.08149171270718203
11,,987,82,,,0.001,,443,0.03335863724350929,,,,,141,0.07493093922651983
11,,994,82,,,0.001,,446,0.02731310948729515,,,,,142,0.06837016574585641
12,,1001,82,,,0.001,,450,0.035584963858127594,,,,,143,0.06180939226519311
12,,1008,82,,,0.001,,453,0.027428066357970238,,,,,144,0.0552486187845308
12,,1015,82,,,0.001,,457,0.02786126360297203,,,,,145,0.05
12,,1022,82,,,0.001,,460,0.056603897362947464,,,,,146,0.05
12,,1029,82,,,0.001,,464,0.0559222511947155,,,,,147,0.05
12,,1036,82,,,0.001,,467,0.028599916025996208,,,,,148,0.05
12,,1043,82,,,0.001,,471,0.03504911810159683,,,,,149,0.05
12,,1050,82,,,0.001,,474,0.05237175524234772,,,,,150,0.05
12,,1057,82,,,0.001,,478,0.055814750492572784,,,,,151,0.05
12,,1064,82,,,0.001,,481,0.034751046448946,,,,,152,0.05
13,,1071,82,,,0.001,,485,0.03151457756757736,,,,,153,0.05
13,,1078,82,,,0.001,,488,0.039886415004730225,,,,,154,0.05
13,,1085,82,,,0.001,,492,0.03653981536626816,,,,,155,0.05
13,,1092,82,,,0.001,,495,0.031153490766882896,,,,,156,0.05
13,,1099,82,,,0.001,,499,0.03912194445729256,,,,,157,0.05
13,,1106,81,,,0.001,,502,0.05464937165379524,,,,,158,0.05
13,,1113,81,,,0.001,,506,0.052733249962329865,,,,,159,0.05
13,,1120,81,,,0.001,,509,0.025758754462003708,,,,,160,0.05
13,,1127,81,,,0.001,,513,0.03810705617070198,,,,,161,0.05
13,,1134,81,,,0.001,,516,0.04922112822532654,,,,,162,0.05
13,,1141,81,,,0.001,,520,0.04834175109863281,,,,,163,0.05
14,,1148,81,,,0.001,,523,0.01943693310022354,,,,,164,0.05
14,,1155,81,,,0.001,,527,0.05075550451874733,,,,,165,0.05
14,,1162,81,,,0.001,,530,0.025219382718205452,,,,,166,0.05
14,,1169,81,,,0.001,,534,0.044540971517562866,,,,,167,0.05
14,,1176,81,,,0.001,,537,0.021467551589012146,,,,,168,0.05
14,,1183,81,,,0.001,,541,0.04982626438140869,,,,,169,0.05
14,,1190,81,,,0.001,,544,0.03177603706717491,,,,,170,0.05
14,,1197,81,,,0.001,,548,0.04649374634027481,,,,,171,0.05
14,,1204,81,,,0.001,,551,0.03213903680443764,,,,,172,0.05
14,,1211,81,,,0.001,,555,0.04486754536628723,,,,,173,0.05
14,,1218,81,,,0.001,,558,0.05102047696709633,,,,,174,0.05
15,,1225,81,,,0.001,,562,0.03621667996048927,,,,,175,0.05
15,,1232,81,,,0.001,,565,0.050222303718328476,,,,,176,0.05
15,,1239,81,,,0.001,,569,0.03985760360956192,,,,,177,0.05
15,,1246,81,,,0.001,,572,0.03357623144984245,,,,,178,0.05
15,,1253,81,,,0.001,,576,0.04115664213895798,,,,,179,0.05
15,,1260,81,,,0.001,,579,0.04623967036604881,,,,,180,0.05
15,,1267,81,,,0.001,,583,0.02463512495160103,,,,,181,0.05
15,,1274,81,,,0.001,,586,0.03847619891166687,,,,,182,0.05
15,,1281,81,,,0.001,,590,0.04408321902155876,,,,,183,0.05
15,,1288,81,,,0.001,,593,0.05409309267997742,,,,,184,0.05
15,,1295,81,,,0.001,,597,0.03178951516747475,,,,,185,0.05
16,,1302,81,,,0.001,,600,0.050892289727926254,,,,,186,0.05
16,,1309,81,,,0.001,,604,0.05345069244503975,,,,,187,0.05
16,,1316,81,,,0.001,,607,0.031524907797575,,,,,188,0.05
16,,1323,81,,,0.001,,611,0.03658338636159897,,,,,189,0.05
16,,1330,81,,,0.001,,614,0.04806254804134369,,,,,190,0.05
16,,1337,81,,,0.001,,618,0.047965165227651596,,,,,191,0.05
16,,1344,81,,,0.001,,621,0.04828085005283356,,,,,192,0.05
16,,1351,81,,,0.001,,625,0.04527602344751358,,,,,193,0.05
16,,1358,81,,,0.001,,628,0.04399413242936134,,,,,194,0.05
16,,1365,81,,,0.001,,632,0.05434533581137657,,,,,195,0.05
16,,1372,81,,,0.001,,635,0.04365301504731178,,,,,196,0.05
17,,1379,80,,,0.001,,639,0.0386878103017807,,,,,197,0.05
17,,1386,80,,,0.001,,642,0.0380929559469223,,,,,198,0.05
17,,1393,80,,,0.001,,646,0.040771838277578354,,,,,199,0.05
17,,1400,80,,,0.001,,649,0.03759555146098137,,,,,200,0.05
17,,1407,80,,,0.001,,653,0.04694337397813797,,,,,201,0.05
17,,1414,80,,,0.001,,656,0.06016160175204277,,,,,202,0.05
17,,1421,80,,,0.001,,660,0.04126918688416481,,,,,203,0.05
17,,1428,80,,,0.001,,663,0.05273853987455368,,,,,204,0.05
17,,1435,80,,,0.001,,667,0.051103994250297546,,,,,205,0.05
17,,1442,80,,,0.001,,670,0.03517839312553406,,,,,206,0.05
17,,1449,80,,,0.001,,674,0.05075954645872116,,,,,207,0.05
18,,1456,80,,,0.001,,677,0.08599769324064255,,,,,208,0.05
18,,1463,80,,,0.001,,681,0.048326849937438965,,,,,209,0.05
18,,1470,80,,,0.001,,684,0.06034199893474579,,,,,210,0.05
18,,1477,80,,,0.001,,688,0.031308069825172424,,,,,211,0.05
18,,1484,80,,,0.001,,691,0.04628075659275055,,,,,212,0.05
18,,1491,80,,,0.001,,695,0.04270527511835098,,,,,213,0.05
18,,1498,79,,,0.001,,698,0.03153587132692337,,,,,214,0.05
18,,1505,79,,,0.001,,702,0.03162112832069397,,,,,215,0.05
18,,1512,79,,,0.001,,705,0.0313948318362236,,,,,216,0.05
19,,1519,79,,,0.001,,709,0.033136773854494095,,,,,217,0.05
19,,1526,79,,,0.001,,712,0.04088938236236572,,,,,218,0.05
19,,1533,79,,,0.001,,716,0.05021597817540169,,,,,219,0.05
19,,1540,79,,,0.001,,719,0.04256057366728783,,,,,220,0.05
19,,1547,79,,,0.001,,723,0.03561410307884216,,,,,221,0.05
19,,1554,79,,,0.001,,726,0.04308171570301056,,,,,222,0.05
19,,1561,79,,,0.001,,730,0.04009367898106575,,,,,223,0.05
19,,1568,79,,,0.001,,733,0.044066835194826126,,,,,224,0.05
19,,1575,79,,,0.001,,737,0.04053037241101265,,,,,225,0.05
19,,1582,79,,,0.001,,740,0.04606855660676956,,,,,226,0.05
19,,1589,79,,,0.001,,744,0.026129987090826035,,,,,227,0.05
20,,1596,79,,,0.001,,747,0.028727782890200615,,,,,228,0.05
20,,1603,79,,,0.001,,751,0.05340719223022461,,,,,229,0.05
20,,1610,79,,,0.001,,754,0.06429418176412582,,,,,230,0.05
20,,1617,79,,,0.001,,758,0.034230686724185944,,,,,231,0.05
20,,1624,79,,,0.001,,761,0.04941658675670624,,,,,232,0.05
20,,1631,79,,,0.001,,765,0.034707505255937576,,,,,233,0.05
20,,1638,79,,,0.001,,768,0.04665534943342209,,,,,234,0.05
20,,1645,79,,,0.001,,772,0.025679392740130424,,,,,235,0.05
20,,1652,79,,,0.001,,775,0.05846209079027176,,,,,236,0.05
20,,1659,79,,,0.001,,779,0.05077318847179413,,,,,237,0.05
20,,1666,79,,,0.001,,782,0.01917063444852829,,,,,238,0.05
21,,1673,79,,,0.001,,786,0.04760683327913284,,,,,239,0.05
21,,1680,79,,,0.001,,789,0.03164426237344742,,,,,240,0.05
21,,1687,79,,,0.001,,793,0.06770290434360504,,,,,241,0.05
21,,1694,79,,,0.001,,796,0.044815778732299805,,,,,242,0.05
21,,1701,79,,,0.001,,800,0.06379316002130508,,,,,243,0.05
21,,1708,79,,,0.001,,803,0.05089529603719711,,,,,244,0.05
21,,1715,79,,,0.001,,807,0.04432523250579834,,,,,245,0.05
21,,1722,79,,,0.001,,810,0.048811595886945724,,,,,246,0.05
21,,1729,79,,,0.001,,814,0.04305167496204376,,,,,247,0.05
21,,1736,79,,,0.001,,817,0.027067996561527252,,,,,248,0.05
22,,1743,79,,,0.001,,821,0.03805183619260788,,,,,249,0.05
22,,1750,79,,,0.001,,824,0.04206228628754616,,,,,250,0.05
22,,1757,79,,,0.001,,828,0.03839559853076935,,,,,251,0.05
22,,1764,79,,,0.001,,831,0.032717056572437286,,,,,252,0.05
22,,1771,79,,,0.001,,835,0.034074943512678146,,,,,253,0.05
22,,1778,79,,,0.001,,838,0.03170264884829521,,,,,254,0.05
22,,1785,79,,,0.001,,842,0.037972353398799896,,,,,255,0.05
22,,1792,79,,,0.001,,845,0.03915940225124359,,,,,256,0.05
22,,1799,79,,,0.001,,849,0.018992967903614044,,,,,257,0.05
22,,1806,79,,,0.001,,852,0.03233538940548897,,,,,258,0.05
22,,1813,79,,,0.001,,856,0.03528456389904022,,,,,259,0.05
23,,1820,79,,,0.001,,859,0.03868882358074188,,,,,260,0.05
23,,1827,79,,,0.001,,863,0.04545212537050247,,,,,261,0.05
23,,1834,79,,,0.001,,866,0.049217771738767624,,,,,262,0.05
23,,1841,79,,,0.001,,870,0.040493570268154144,,,,,263,0.05
23,,1848,79,,,0.001,,873,0.05329276621341705,,,,,264,0.05
23,,1855,78,,,0.001,,877,0.03800925612449646,,,,,265,0.05
23,,1862,79,,,0.001,,880,0.035287439823150635,,,,,266,0.05
23,,1869,78,,,0.001,,884,0.05412705987691879,,,,,267,0.05
23,,1876,78,,,0.001,,887,0.03299473226070404,,,,,268,0.05
23,,1883,78,,,0.001,,891,0.03947129100561142,,,,,269,0.05
24,,1890,78,,,0.001,,894,0.044921502470970154,,,,,270,0.05
24,,1897,78,,,0.001,,898,0.0475713312625885,,,,,271,0.05
24,,1904,78,,,0.001,,901,0.036989644169807434,,,,,272,0.05
24,,1911,78,,,0.001,,905,0.043632254004478455,,,,,273,0.05
24,,1918,78,,,0.001,,908,0.02350694313645363,,,,,274,0.05
24,,1925,78,,,0.001,,912,0.04084039479494095,,,,,275,0.05
24,,1932,78,,,0.001,,915,0.049333274364471436,,,,,276,0.05
24,,1939,78,,,0.001,,919,0.046158984303474426,,,,,277,0.05
24,,1946,78,,,0.001,,922,0.042612474411726,,,,,278,0.05
24,,1953,78,,,0.001,,926,0.054518818855285645,,,,,279,0.05
24,,1960,78,,,0.001,,929,0.028328411281108856,,,,,280,0.05
24,,1967,78,,,0.001,,933,0.03654012829065323,,,,,281,0.05
25,,1974,78,,,0.001,,936,0.04302471876144409,,,,,282,0.05
25,,1981,78,,,0.001,,940,0.05435842648148537,,,,,283,0.05
25,,1988,78,,,0.001,,943,0.04561474919319153,,,,,284,0.05
25,,1995,78,,,0.001,,947,0.047762181609869,,,,,285,0.05
25,,2002,78,,,0.001,,950,0.03334824740886688,,,,,286,0.05
25,,2009,78,,,0.001,,954,0.035645946860313416,,,,,287,0.05
25,,2016,78,,,0.001,,957,0.026015721261501312,,,,,288,0.05
25,,2023,78,,,0.001,,961,0.031416188925504684,,,,,289,0.05
25,,2030,78,,,0.001,,964,0.06710147112607956,,,,,290,0.05
25,,2037,78,,,0.001,,968,0.03926949203014374,,,,,291,0.05
25,,2044,78,,,0.001,,971,0.03662489727139473,,,,,292,0.05
26,,2051,78,,,0.001,,975,0.03144284337759018,,,,,293,0.05
26,,2058,78,,,0.001,,978,0.05905154347419739,,,,,294,0.05
26,,2065,78,,,0.001,,982,0.059014685451984406,,,,,295,0.05
26,,2072,78,,,0.001,,985,0.040519483387470245,,,,,296,0.05
26,,2079,78,,,0.001,,989,0.06251212954521179,,,,,297,0.05
26,,2086,78,,,0.001,,992,0.030964575707912445,,,,,298,0.05
26,,2093,78,,,0.001,,996,0.042584262788295746,,,,,299,0.05
26,,2100,78,,,0.001,,999,0.06313958764076233,,,,,300,0.05
26,,2107,78,,,0.001,,1003,0.04658456891775131,,,,,301,0.05
26,,2114,78,,,0.001,,1006,0.04271712154150009,,,,,302,0.05
26,,2121,78,,,0.001,,1010,0.03536069393157959,,,,,303,0.05
27,,2128,78,,,0.001,,1013,0.048176806420087814,,,,,304,0.05
27,,2135,78,,,0.001,,1017,0.048606742173433304,,,,,305,0.05
27,,2142,78,,,0.001,,1020,0.04383954405784607,,,,,306,0.05
27,,2149,78,,,0.001,,1024,0.03730297088623047,,,,,307,0.05
27,,2156,78,,,0.001,,1027,0.04574217274785042,,,,,308,0.05
27,,2163,78,,,0.001,,1031,0.041811760514974594,,,,,309,0.05
27,,2170,78,,,0.001,,1034,0.030959729105234146,,,,,310,0.05
27,,2177,78,,,0.001,,1038,0.052444469183683395,,,,,311,0.05
28,,2184,77,,,0.001,,1041,0.04046639800071716,,,,,312,0.05
28,,2191,77,,,0.001,,1045,0.033840809017419815,,,,,313,0.05
28,,2198,77,,,0.001,,1048,0.03554088994860649,,,,,314,0.05
28,,2205,77,,,0.001,,1052,0.04274880886077881,,,,,315,0.05
28,,2212,77,,,0.001,,1055,0.052560802549123764,,,,,316,0.05
28,,2219,77,,,0.001,,1059,0.0709281638264656,,,,,317,0.05
28,,2226,77,,,0.001,,1062,0.03662228211760521,,,,,318,0.05
28,,2233,77,,,0.001,,1066,0.032443128526210785,,,,,319,0.05
29,,2240,77,,,0.001,,1069,0.03754693642258644,,,,,320,0.05
29,,2247,77,,,0.001,,1073,0.046304479241371155,,,,,321,0.05
29,,2254,76,,,0.001,,1076,0.045139130204916,,,,,322,0.05
29,,2261,76,,,0.001,,1080,0.029785215854644775,,,,,323,0.05
29,,2268,76,,,0.001,,1083,0.049240708351135254,,,,,324,0.05
29,,2275,76,,,0.001,,1087,0.035922978073358536,,,,,325,0.05
29,,2282,76,,,0.001,,1090,0.038871243596076965,,,,,326,0.05
29,,2289,76,,,0.001,,1094,0.05251684784889221,,,,,327,0.05
29,,2296,76,,,0.001,,1097,0.03565749526023865,,,,,328,0.05
30,,2303,76,,,0.001,,1101,0.037394993007183075,,,,,329,0.05
30,,2310,76,,,0.001,,1104,0.044108446687459946,,,,,330,0.05
30,,2317,76,,,0.001,,1108,0.03534261882305145,,,,,331,0.05
30,,2324,76,,,0.001,,1111,0.040997765958309174,,,,,332,0.05
30,,2331,76,,,0.001,,1115,0.03688296303153038,,,,,333,0.05
30,,2338,76,,,0.001,,1118,0.04868160933256149,,,,,334,0.05
30,,2345,76,,,0.001,,1122,0.04409582167863846,,,,,335,0.05
30,,2352,76,,,0.001,,1125,0.04029812291264534,,,,,336,0.05
30,,2359,76,,,0.001,,1129,0.04233556240797043,,,,,337,0.05
30,,2366,76,,,0.001,,1132,0.05660763010382652,,,,,338,0.05
30,,2373,76,,,0.001,,1136,0.028602944687008858,,,,,339,0.05
31,,2380,76,,,0.001,,1139,0.042401768267154694,,,,,340,0.05
31,,2387,76,,,0.001,,1143,0.05516105890274048,,,,,341,0.05
31,,2394,76,,,0.001,,1146,0.0395100936293602,,,,,342,0.05
31,,2401,76,,,0.001,,1150,0.04086792841553688,,,,,343,0.05
31,,2408,76,,,0.001,,1153,0.047213029116392136,,,,,344,0.05
31,,2415,76,,,0.001,,1157,0.03407265990972519,,,,,345,0.05
31,,2422,76,,,0.001,,1160,0.05231795459985733,,,,,346,0.05
31,,2429,76,,,0.001,,1164,0.0396115817129612,,,,,347,0.05
31,,2436,76,,,0.001,,1167,0.04732556268572807,,,,,348,0.05
31,,2443,76,,,0.001,,1171,0.04080954194068909,,,,,349,0.05
31,,2450,76,,,0.001,,1174,0.04678349569439888,,,,,350,0.05
32,,2457,76,,,0.001,,1178,0.03856392204761505,,,,,351,0.05
32,,2464,76,,,0.001,,1181,0.03430025279521942,,,,,352,0.05
32,,2471,76,,,0.001,,1185,0.04956555739045143,,,,,353,0.05
32,,2478,76,,,0.001,,1188,0.051679208874702454,,,,,354,0.05
32,,2485,76,,,0.001,,1192,0.05875184386968613,,,,,355,0.05
32,,2492,76,,,0.001,,1195,0.048250712454319,,,,,356,0.05
32,,2499,76,,,0.001,,1199,0.03431914746761322,,,,,357,0.05
32,,2506,76,,,0.001,,1202,0.05167769268155098,,,,,358,0.05
32,,2513,76,,,0.001,,1206,0.045746468007564545,,,,,359,0.05
32,,2520,76,,,0.001,,1209,0.042879868298769,,,,,360,0.05
32,,2527,76,,,0.001,,1213,0.03810501471161842,,,,,361,0.05
33,,2534,75,,,0.001,,1216,0.038292296230793,,,,,362,0.05
33,,2541,75,,,0.001,,1220,0.05309930443763733,,,,,363,0.05
33,,2548,75,,,0.001,,1223,0.034639421850442886,,,,,364,0.05
34,,2555,74,,,0.001,,1227,0.03929449990391731,,,,,365,0.05
34,,2562,74,,,0.001,,1230,0.05025129392743111,,,,,366,0.05
34,,2569,74,,,0.001,,1234,0.058858856558799744,,,,,367,0.05
34,,2576,74,,,0.001,,1237,0.03212158754467964,,,,,368,0.05
34,,2583,74,,,0.001,,1241,0.036487143486738205,,,,,369,0.05
34,,2590,74,,,0.001,,1244,0.04288512095808983,,,,,370,0.05
34,,2597,74,,,0.001,,1248,0.040750112384557724,,,,,371,0.05
35,,2604,74,,,0.001,,1251,0.0494844987988472,,,,,372,0.05
35,,2611,74,,,0.001,,1255,0.05335908755660057,,,,,373,0.05
35,,2618,74,,,0.001,,1258,0.0442257821559906,,,,,374,0.05
35,,2625,74,,,0.001,,1262,0.04466407746076584,,,,,375,0.05
35,,2632,73,,,0.001,,1265,0.03974176570773125,,,,,376,0.05
35,,2639,73,,,0.001,,1269,0.04412905126810074,,,,,377,0.05
35,,2646,73,,,0.001,,1272,0.025429826229810715,,,,,378,0.05
36,,2653,73,,,0.001,,1276,0.02984973043203354,,,,,379,0.05
36,,2660,73,,,0.001,,1279,0.04000353813171387,,,,,380,0.05
36,,2667,73,,,0.001,,1283,0.045063771307468414,,,,,381,0.05
36,,2674,73,,,0.001,,1286,0.02989247813820839,,,,,382,0.05
36,,2681,73,,,0.001,,1290,0.04288458824157715,,,,,383,0.05
36,,2688,73,,,0.001,,1293,0.02355911023914814,,,,,384,0.05
36,,2695,73,,,0.001,,1297,0.039152368903160095,,,,,385,0.05
36,,2702,73,,,0.001,,1300,0.048280201852321625,,,,,386,0.05
36,,2709,73,,,0.001,,1304,0.027144230902194977,,,,,387,0.05
37,,2716,73,,,0.001,,1307,0.05391610041260719,,,,,388,0.05
37,,2723,73,,,0.001,,1311,0.035345494747161865,,,,,389,0.05
37,,2730,73,,,0.001,,1314,0.03410903364419937,,,,,390,0.05
37,,2737,73,,,0.001,,1318,0.031094908714294434,,,,,391,0.05
37,,2744,73,,,0.001,,1321,0.05449487641453743,,,,,392,0.05
37,,2751,73,,,0.001,,1325,0.030103584751486778,,,,,393,0.05
37,,2758,73,,,0.001,,1328,0.05368407070636749,,,,,394,0.05
37,,2765,73,,,0.001,,1332,0.03710639104247093,,,,,395,0.05
37,,2772,73,,,0.001,,1335,0.03978468105196953,,,,,396,0.05
38,,2779,73,,,0.001,,1339,0.05827467888593674,,,,,397,0.05
38,,2786,73,,,0.001,,1342,0.04864906519651413,,,,,398,0.05
38,,2793,72,,,0.001,,1346,0.03794943913817406,,,,,399,0.05
38,,2800,72,,,0.001,,1349,0.05124320089817047,,,,,400,0.05
38,,2807,72,,,0.001,,1353,0.037000320851802826,,,,,401,0.05
38,,2814,72,,,0.001,,1356,0.03461791202425957,,,,,402,0.05
38,,2821,72,,,0.001,,1360,0.021261373534798622,,,,,403,0.05
38,,2828,72,,,0.001,,1363,0.03426971286535263,,,,,404,0.05
38,,2835,72,,,0.001,,1367,0.043891772627830505,,,,,405,0.05
39,,2842,72,,,0.001,,1370,0.05124787241220474,,,,,406,0.05
39,,2849,72,,,0.001,,1374,0.031265903264284134,,,,,407,0.05
39,,2856,72,,,0.001,,1377,0.04292500764131546,,,,,408,0.05
39,,2863,72,,,0.001,,1381,0.030486969277262688,,,,,409,0.05
39,,2870,72,,,0.001,,1384,0.04838007688522339,,,,,410,0.05
39,,2877,72,,,0.001,,1388,0.05593942478299141,,,,,411,0.05
40,,2884,71,,,0.001,,1391,0.07074517011642456,,,,,412,0.05
40,,2891,70,,,0.001,,1395,0.03442453220486641,,,,,413,0.05
40,,2898,71,,,0.001,,1398,0.04131738096475601,,,,,414,0.05
40,,2905,71,,,0.001,,1402,0.052576933056116104,,,,,415,0.05
40,,2912,71,,,0.001,,1405,0.058106910437345505,,,,,416,0.05
41,,2919,71,,,0.001,,1409,0.042488325387239456,,,,,417,0.05
41,,2926,71,,,0.001,,1412,0.028000343590974808,,,,,418,0.05
41,,2933,71,,,0.001,,1416,0.039429936558008194,,,,,419,0.05
41,,2940,71,,,0.001,,1419,0.044320590794086456,,,,,420,0.05
41,,2947,70,,,0.001,,1423,0.029696710407733917,,,,,421,0.05
41,,2954,70,,,0.001,,1426,0.05235579237341881,,,,,422,0.05
42,,2961,70,,,0.001,,1430,0.025482695549726486,,,,,423,0.05
42,,2968,70,,,0.001,,1433,0.030976727604866028,,,,,424,0.05
42,,2975,70,,,0.001,,1437,0.04424828663468361,,,,,425,0.05
42,,2982,69,,,0.001,,1440,0.029492879286408424,,,,,426,0.05
43,,2989,69,,,0.001,,1444,0.0329134538769722,,,,,427,0.05
43,,2996,69,,,0.001,,1447,0.03837011754512787,,,,,428,0.05
43,,3003,69,,,0.001,,1451,0.04142240434885025,,,,,429,0.05
43,,3010,69,,,0.001,,1454,0.033780112862586975,,,,,430,0.05
43,,3017,69,,,0.001,,1458,0.03869190812110901,,,,,431,0.05
43,,3024,68,,,0.001,,1461,0.0418858677148819,,,,,432,0.05
43,,3031,68,,,0.001,,1465,0.040643759071826935,,,,,433,0.05
44,,3038,68,,,0.001,,1468,0.0486646369099617,,,,,434,0.05
44,,3045,68,,,0.001,,1472,0.044536031782627106,,,,,435,0.05
44,,3052,68,,,0.001,,1475,0.03244752064347267,,,,,436,0.05
44,,3059,68,,,0.001,,1479,0.04091757535934448,,,,,437,0.05
44,,3066,68,,,0.001,,1482,0.04949274659156799,,,,,438,0.05
44,,3073,68,,,0.001,,1486,0.03900419548153877,,,,,439,0.05
45,,3080,68,,,0.001,,1489,0.031150180846452713,,,,,440,0.05
45,,3087,68,,,0.001,,1493,0.0458950512111187,,,,,441,0.05
45,,3094,68,,,0.001,,1496,0.05038642883300781,,,,,442,0.05
45,,3101,68,,,0.001,,1500,0.062820203602314,,,,,443,0.05
45,,3108,68,,,0.001,,1503,0.036880332976579666,,,,,444,0.05
45,,3115,68,,,0.001,,1507,0.04692342132329941,,,,,445,0.05
45,,3122,68,,,0.001,,1510,0.02832900919020176,,,,,446,0.05
